winner,rounds,loser
CKD/DS babushas,,ToF
Dirty Dan,,GatorAdmiral
Battery Pack,,pH emberandroses
YP Filipinoman,,Tangent
JC,,ebomb
FSM Spabobin,,Shakugan
BCW-Gaara_Sand,,Fillossofherr
ASC.SD Alexis Pinto,,TGZ | WT Kami
SD Tempest,,ReadyforPowWow
C3G| Blaqskillz,,Du Ma Guile
Julio,,Romfinite
MacabreMonster,,EliCota
TatsuShoryu,,Ma Lung Fan
BabaGhanoush1985,,Pinecone
ISG|eightgrade,,Martin S
ASC.SD Alexis Pinto,,The Time Dictator
BOTB|Marq Teddy,,Tamashiro
iPeru,,BCW-Gaara_Sand
F99 Driftwood,,C3G| Blaqskillz
TGZ | WT Kami,,LilLoco562
Coach Steve,,KHIO
EG PR Balrog,,TatsuShoryu
DL | Four Wude,,JC
Liquid`NuckleDu,,BabaGhanoush1985
Julio,,Bokkin
Maromas MXL,,Leviathan
SD Tempest,,EG Chocoblanka
Martin S,,bklynExpress
FSM Spabobin,,Battery Pack
Coach Steve,,Viennahotdog
Shakugan,,pH emberandroses
RB|Bonchan,,MacabreMonster
YBK Jayce the Ace,,Dirty Dan
Viennahotdog,,EliCota
EG PR Balrog,,FSM Spabobin
Romfinite,,IEBG DreamMerchant
dumabalrog,,Maromas MXL
Coach Steve,,F99 Driftwood
Bokkin,,ReadyforPowWow
KHIO,,Derek Magee
C3G| Blaqskillz,,ToF
Maromas MXL,,Pinecone
EG Chocoblanka,,Romfinite
Leviathan,,StepMasterRyan
Leviathan,,BabaGhanoush1985
Tamashiro,,GatorAdmiral
JC,,Martin S
iPeru,,ASC.SD Alexis Pinto
UGC Commander Jesse,,CKD/DS babushas
Julio,,Liquid`NuckleDu
ISG|eightgrade,,Soulless
Ma Lung Fan,,The Time Dictator
TGZ | WT Kami,,TatsuShoryu
BCW-Gaara_Sand,,Shakugan
CKD/DS babushas,,Du Ma Guile
Bokkin,,Leviathan
Fillossofherr,,Battery Pack
SD Tempest,,dumabalrog
KHIO,,MacabreMonster
Viennahotdog,,EliCota
TGZ | WT Kami,,Fillossofherr
EG Chocoblanka,,Maromas MXL
Ma Lung Fan,,BCW-Gaara_Sand
Liquid`NuckleDu,,EG Chocoblanka
Tamashiro,,JC
EG PR Balrog,,iPeru
CKD/DS babushas,,Du Ma Guile
BOTB|Marq Teddy,,DL | Four Wude
Dirty Dan,,Urbanexpression
Ma Lung Fan,,FSM Spabobin
ASC.SD Alexis Pinto,,TGZ | WT Kami
Bokkin,,dumabalrog
ISG|eightgrade,,YBK Jayce the Ace
ebomb,,Soulless
Viennahotdog,,C3G| Blaqskillz
CKD/DS babushas,,KHIO
RB|Bonchan,,UGC Commander Jesse
Ma Lung Fan,,ASC.SD Alexis Pinto
CKD/DS babushas,,F99 Driftwood
Liquid`NuckleDu,,Bokkin
YBK Jayce the Ace,,Tamashiro
ebomb,,Dirty Dan
Ma Lung Fan,,iPeru
UGC Commander Jesse,,Viennahotdog
RB|Bonchan,,Coach Steve
Julio,,SD Tempest
DL | Four Wude,,ebomb
ISG|eightgrade,,BOTB|Marq Teddy
UGC Commander Jesse,,CKD/DS babushas
YBK Jayce the Ace,,DL | Four Wude
YBK Jayce the Ace,,BOTB|Marq Teddy
UGC Commander Jesse,,Coach Steve
pH | Nando Tovar,,Combo Kash
Surruso,,Pmoney
SD | Ilija,,Franky
Tomarre,,2rawkets
Miss ShinoBee,,Viscant
Mister Keebler,,PD | N4Us
Wolf Street,,ShockBeast
Wolf Street,,EG JWong
Blockbuster Jon,,roccblaze
PandorasCrate,,ottokbron
pH | Nando Tovar,,Surruso
T3P | Wrathmatics,,David Alvarez
Franky,,EG JWong
CWalker Special,,R-GOnaut
Combo Kash,,Pmoney
Surruso,,Viscant
Bidoofshock,,OVO DemonHead
SD | Ilija,,Jesse Fong
BCW Nekromantik187,,PandorasCrate
RB Snake eyez,,Miss ShinoBee
Kalbibeef,,MochaLatteee
Mister Keebler,,DoctorStantz
Clowd,,HertzShmertz
Kaising,,MISSINGNO.
Paulkamezou,,KIT SBK
Bombskeez,,holding
Blockbuster Jon,,Kalbibeef
roccblaze,,MochaLatteee
CCG|Air,,Bidoofshock
Solphum,,kingdomkey92
Combo Kash,,Miss ShinoBee
BCW Nekromantik187,,Wolf Street
Reiketsu,,T3P | Wrathmatics
ShockBeast,,Jesse Fong
pH | LPN,,Clowd
PD | N4Us,,Bidoofshock
bjUNCHAINED,,CWalker Special
GD Just Joe,,Paulkamezou
Qanba Douyu|Dakou,,Solphum
pH | Nando Tovar,,CCG|Air
WFX | 801 Strider,,Tomarre
CWalker Special,,holding
David Alvarez,,Paulkamezou
T3P | Wrathmatics,,KIT SBK
TTF| Jamaal Jackson,,iPLAY4FOOD
kingdomkey92,,PandorasCrate
2rawkets,,Kalbibeef
FChamp,,Bombskeez
DoctorStantz,,OVO DemonHead
Surruso,,PD | N4Us
RB Snake eyez,,Mister Keebler
Combo Kash,,DoctorStantz
Solphum,,ottokbron
roccblaze,,Tomarre
iPLAY4FOOD,,MISSINGNO.
pH | LPN,,Blockbuster Jon
Kaising,,TTF| Jamaal Jackson
TTF| Jamaal Jackson,,HertzShmertz
Bombskeez,,R-GOnaut
Mister Keebler,,Surruso
CCG|Air,,Combo Kash
bjUNCHAINED,,GD Just Joe
CCG|Air,,Mister Keebler
kingdomkey92,,Franky
ShockBeast,,Solphum
iPLAY4FOOD,,Clowd
T3P | Wrathmatics,,Bombskeez
iPLAY4FOOD,,2rawkets
roccblaze,,TTF| Jamaal Jackson
Blockbuster Jon,,roccblaze
Reiketsu,,FChamp
Wolf Street,,ShockBeast
T3P | Wrathmatics,,GD Just Joe
CWalker Special,,David Alvarez
WFX | 801 Strider,,Kaising
iPLAY4FOOD,,Kaising
pH | Nando Tovar,,RB Snake eyez
FChamp,,CWalker Special
Blockbuster Jon,,iPLAY4FOOD
Reiketsu,,bjUNCHAINED
FChamp,,T3P | Wrathmatics
RB Snake eyez,,CCG|Air
bjUNCHAINED,,FChamp
Liquid`NuckleDu,,SD Tempest
Boeken,,C. Chavez
Reno,,Urban Shakedown
Saturnize,,HonestAbe
AKG Shinji,,WL Chris King
Ghodere,,Pragmag
Roman,,Waffle Slapper
HF Yoga,,Audriolen
pH | LPN,,WFX | 801 Strider
RZR.Fuudo,,SD|Feist
Qanba Douyu|Dakou,,SD | Ilija
Flaquito,,GG.Sherryjenix
Arrow,,BCW-Carlos Danger
Crackfiend,,dchong
Yo_Snax,,Maxoplata
BCW Nekromantik187,,Qanba Douyu|Dakou
SD | Ilija,,kingdomkey92
BCW Chris Tatarian,,Flaquito
GDB | Jabdrunk,,JCTustin
r/SF BCW brenttiscool,,DMT LOKI KKY
Pragmag,,Audriolen
UGC HellFyre,,Reno
MC| XsK_Samurai,,Saturnize
HnH kizzie kay,,CD | Kumo
Alex Myers,,HnH kizzie kay
axlshingo,,OG killatofu
DMT - Mr. D,,Sanchez
Crackfiend,,Boeken
Dieminion,,itsbrianlol
Kazunoko,,Roman
DM l El Cubano Locoooo,,G. Summer
Chris Nguyen,,LemonCrimes
FFN Kyoku,,Bluesy
Dinlee,,DM | Mayho
BCW-Carlos Danger,,DM | Mayho
r/SF BCW brenttiscool,,Yo_Snax
BOTB| Fawwaz,,snaketits
CPRBeastlyBubble,,1ATK.LXG.INFRIT
SD | Ilija,,Wolf Street
Qanba Douyu|Dakou,,SD | Ilija
G. Summer,,Bluesy
1ATK.LXG.INFRIT,,snaketits
AKG Shinji,,DMT - Mr. D
Yo_Snax,,Urban Shakedown
Maxoplata,,DMT LOKI KKY
Arrow,,Dinlee
Boeken,,Waffle Slapper
LemonCrimes,,SD|Feist
DMT - Mr. D,,OG killatofu
icrossj,,Dragon Ninja
Dinlee,,HonestAbe
GDB | Jabdrunk,,PLU
PLU,,1ATK.LXG.INFRIT
BOTB| Fawwaz,,CPRBeastlyBubble
HnH kizzie kay,,LemonCrimes
HF Yoga,,Ghodere
BCW Chris Tatarian,,AKG Shinji
Crackfiend,,r/SF BCW brenttiscool
dchong,,C. Chavez
Boeken,,Yo_Snax
Maxoplata,,Reno
Kazunoko,,UGC HellFyre
BCW-Carlos Danger,,Saturnize
WL Chris King,,Sanchez
DM l El Cubano Locoooo,,FFN Kyoku
CPRBeastlyBubble,,JCTustin
RZR.Fuudo,,Chris Nguyen
Arrow,,GDB | Jabdrunk
GG.Sherryjenix,,Ghodere
Dieminion,,icrossj
EG Momochi,,axlshingo
icrossj,,G. Summer
Dinlee,,PLU
Boeken,,Yo_Snax
Roman,,dchong
Flaquito,,Pragmag
CPRBeastlyBubble,,BCW-Carlos Danger
RZR.Fuudo,,DM l El Cubano Locoooo
EG Momochi,,HF Yoga
CD | Kumo,,Chris Nguyen
BOTB| Fawwaz,,MC| XsK_Samurai
Dragon Ninja,,itsbrianlol
Roman,,Maxoplata
Boeken,,UGC HellFyre
GDB | Jabdrunk,,CPRBeastlyBubble
MC| XsK_Samurai,,Dinlee
FFN Kyoku,,Dragon Ninja
r/SF BCW brenttiscool,,Roman
Dieminion,,Alex Myers
axlshingo,,WL Chris King
Flaquito,,DMT - Mr. D
HnH kizzie kay,,icrossj
MC| XsK_Samurai,,GDB | Jabdrunk
r/SF BCW brenttiscool,,Boeken
CD | Kumo,,FFN Kyoku
axlshingo,,GG.Sherryjenix
DM l El Cubano Locoooo,,HnH kizzie kay
Dieminion,,RZR.Fuudo
Alex Myers,,CD | Kumo
Flaquito,,HF Yoga
BOTB| Fawwaz,,Arrow
AKG Shinji,,axlshingo
WFX | 801 Strider,,Blockbuster Jon
AKG Shinji,,Flaquito
Kazunoko,,Crackfiend
Alex Myers,,DM l El Cubano Locoooo
MC| XsK_Samurai,,Arrow
EG Momochi,,BCW Chris Tatarian
RZR.Fuudo,,Alex Myers
Crackfiend,,r/SF BCW brenttiscool
BCW Chris Tatarian,,AKG Shinji
SD Pnoy,,MCZ l MAGO
F3.Alucard,,YP Filipinoman
Qanba Douyu|Xiaohai,,Kelvin Jeon
Hsien Chang,,Valiant
RB|Bonchan,,UGC Commander Jesse
EG PR Balrog,,Ma Lung Fan
ISG|eightgrade,,YBK Jayce the Ace
Julio,,Liquid`NuckleDu
BCW Nekromantik187,,Qanba Douyu|Dakou
pH | Nando Tovar,,RB Snake eyez
Reiketsu,,bjUNCHAINED
pH | LPN,,WFX | 801 Strider
EG Momochi,,BCW Chris Tatarian
Dieminion,,RZR.Fuudo
BOTB| Fawwaz,,MC| XsK_Samurai
Kazunoko,,Crackfiend
UGC Commander Jesse,,Ma Lung Fan
MC| XsK_Samurai,,Crackfiend
Kelvin Jeon,,Valiant
YP Filipinoman,,MCZ l MAGO
BCW Chris Tatarian,,RZR.Fuudo
pH | Nando Tovar,,BCW Nekromantik187
YBK Jayce the Ace,,Liquid`NuckleDu
RB Snake eyez,,Qanba Douyu|Dakou
F3.Alucard,,SD Pnoy
WFX | 801 Strider,,bjUNCHAINED
Dieminion,,EG Momochi
ISG|eightgrade,,Julio
Qanba Douyu|Xiaohai,,Hsien Chang
YBK Jayce the Ace,,BCW Nekromantik187
SD Pnoy,,MC| XsK_Samurai
Kazunoko,,BOTB| Fawwaz
RB Snake eyez,,Julio
YP Filipinoman,,BOTB| Fawwaz
EG Momochi,,Kelvin Jeon
RB|Bonchan,,EG PR Balrog
Hsien Chang,,BCW Chris Tatarian
YP Filipinoman,,EG Momochi
EG PR Balrog,,WFX | 801 Strider
SD Pnoy,,Hsien Chang
Reiketsu,,pH | LPN
Qanba Douyu|Xiaohai,,F3.Alucard
pH | LPN,,UGC Commander Jesse
RB|Bonchan,,ISG|eightgrade
Reiketsu,,pH | Nando Tovar
Kazunoko,,Dieminion
RB Snake eyez,,EG PR Balrog
pH | LPN,,YBK Jayce the Ace
SD Pnoy,,pH | Nando Tovar
YP Filipinoman,,ISG|eightgrade
F3.Alucard,,pH | LPN
RB Snake eyez,,Dieminion
Kazunoko,,Reiketsu
YP Filipinoman,,F3.Alucard
RB|Bonchan,,Qanba Douyu|Xiaohai
RB Snake eyez,,SD Pnoy
YP Filipinoman,,Reiketsu
Qanba Douyu|Xiaohai,,RB Snake eyez
RB|Bonchan,,Kazunoko
Qanba Douyu|Xiaohai,,YP Filipinoman
Kazunoko,,Qanba Douyu|Xiaohai
Kazunoko,,RB|Bonchan
RB|Bonchan,,Kazunoko
